"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"03/11/2022","Buy to Close","SOXL 03/25/2022 49.00 P","TDA TRAN - Bought to Close 2 (SOXL Mar 25 2022 49.0 Put) @16.6500","2","$16.65","$1.32","-$3331.32"
"03/11/2022","Sell to Close","SOXL 03/25/2022 46.00 P","TDA TRAN - Sold to Close 2 (SOXL Mar 25 2022 46.0 Put) @13.8000","2","$13.80","$1.33","$2758.67"
"03/11/2022","Buy","PLTR","TDA TRAN - Bought 50 (PLTR) @11.4799","50","$11.4799","","-$574.00"
"03/11/2022","Buy to Close","K 06/17/2022 62.50 C","TDA TRAN - Bought to Close 2 (K Jun 17 2022 62.5 Call) @2.7200","2","$2.72","$1.32","-$545.32"
"03/11/2022","Sell to Close","K 06/17/2022 55.00 C","TDA TRAN - Sold to Close 2 (K Jun 17 2022 55.0 Call) @7.5600","2","$7.56","$1.33","$1510.67"
"03/11/2022","Buy to Close","EFA 03/25/2022 74.50 C","TDA TRAN - Bought to Close 2 (EFA Mar 25 2022 74.5 Call) @0.3000","2","$0.30","$1.32","-$61.32"
"03/11/2022","Sell to Open","EFA 03/31/2022 73.00 C","TDA TRAN - Sold to Open 2 (EFA Mar 31 2022 73.0 Call) @0.5900","2","$0.59","$1.32","$116.68"
"03/08/2022","Journaled Shares","QQQ 03/07/2022 337.00 C","TDA TRAN - REMOVAL OF OPTION DUE TO EXPIRATION (0QQQ..C720337000)","-2","","",""
"03/08/2022","Journaled Shares","QQQ 03/07/2022 336.00 C","TDA TRAN - REMOVAL OF OPTION DUE TO EXPIRATION (0QQQ..C720336000)","2","","",""
"03/08/2022","Journaled Shares","QQQ 03/07/2022 335.00 P","TDA TRAN - REMOVAL OF OPTION DUE TO ASSIGNMENT (0QQQ..O720335000)","2","","",""
"03/08/2022 as of 03/07/2022","Buy","QQQ","TDA TRAN - Bought 200 (QQQ) @335.0000","200","$335.00","","-$67000.00"
"03/08/2022","Journaled Shares","QQQ 03/07/2022 334.00 P","TDA TRAN - REMOVAL OF OPTION DUE TO EXERCISE (0QQQ..O720334000)","-2","","",""
"03/08/2022 as of 03/07/2022","Sell","QQQ","TDA TRAN - Sold 200 (QQQ) @334.0000","200","$334.00","$0.36","$66799.64"
"03/08/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$22.37"
"03/07/2022","Sell to Open","PLTR 03/25/2022 10.50 P","TDA TRAN - Sold to Open 2 (PLTR Mar 25 2022 10.5 Put) @0.5700","2","$0.57","$1.32","$112.68"
"03/07/2022","Buy to Close","PLTR 03/18/2022 10.50 P","TDA TRAN - Bought to Close 2 (PLTR Mar 18 2022 10.5 Put) @0.4300","2","$0.43","$1.32","-$87.32"
"03/07/2022","Buy","SOXL","TDA TRAN - Bought 6 (SOXL) @32.3499","6","$32.3499","","-$194.10"
"03/07/2022","Buy to Open","QQQ 03/07/2022 334.00 P","TDA TRAN - Bought to Open 2 (QQQ Mar 7 2022 334.0 Put) @1.8800","2","$1.88","$1.32","-$377.32"
"03/07/2022","Buy to Open","QQQ 03/07/2022 337.00 C","TDA TRAN - Bought to Open 2 (QQQ Mar 7 2022 337.0 Call) @1.4700","2","$1.47","$1.32","-$295.32"
"03/07/2022","Sell to Open","QQQ 03/07/2022 335.00 P","TDA TRAN - Sold to Open 2 (QQQ Mar 7 2022 335.0 Put) @2.3100","2","$2.31","$1.32","$460.68"
"03/07/2022","Sell to Open","QQQ 03/07/2022 336.00 C","TDA TRAN - Sold to Open 2 (QQQ Mar 7 2022 336.0 Call) @1.8900","2","$1.89","$1.32","$376.68"
"03/07/2022","Buy to Close","K 04/14/2022 62.50 C","TDA TRAN - Bought to Close 2 (K Apr 14 2022 62.5 Call) @3.6300","2","$3.63","$1.32","-$727.32"
"03/07/2022","Buy to Close","BCS 03/18/2022 10.00 P","TDA TRAN - Bought to Close 3 (BCS Mar 18 2022 10.0 Put) @1.8500","3","$1.85","$1.98","-$556.98"
"03/07/2022","Sell to Open","K 06/17/2022 62.50 C","TDA TRAN - Sold to Open 2 (K Jun 17 2022 62.5 Call) @4.7200","2","$4.72","$1.32","$942.68"
"03/07/2022","Sell to Open","BCS 04/14/2022 10.00 P","TDA TRAN - Sold to Open 3 (BCS Apr 14 2022 10.0 Put) @1.9000","3","$1.90","$1.99","$568.01"
"03/03/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$20.60"
"03/02/2022","Buy","PLTR","TDA TRAN - Bought 100 (PLTR) @11.5997","100","$11.5997","","-$1159.97"
"03/02/2022","Sell to Open","BCS 03/18/2022 10.00 P","TDA TRAN - Sold to Open 3 (BCS Mar 18 2022 10.0 Put) @0.8400","3","$0.84","$1.99","$250.01"
"03/02/2022","Buy to Close","EFA 03/18/2022 74.50 C","TDA TRAN - Bought to Close 2 (EFA Mar 18 2022 74.5 Call) @0.7000","2","$0.70","$1.32","-$141.32"
"03/02/2022","Sell to Open","EFA 03/25/2022 74.50 C","TDA TRAN - Sold to Open 2 (EFA Mar 25 2022 74.5 Call) @0.8900","2","$0.89","$1.32","$176.68"
"03/02/2022","Sell to Open","PLTR 03/18/2022 10.50 P","TDA TRAN - Sold to Open 2 (PLTR Mar 18 2022 10.5 Put) @0.4100","2","$0.41","$1.32","$80.68"
"03/02/2022","Sell","META","TDA TRAN - Sold 29 (FB) @203.9500","29","$203.95","$0.03","$5914.52"
"03/01/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$298.90"
"02/28/2022","Buy","SOXL","TDA TRAN - Bought 20 (SOXL) @41.2650","20","$41.265","","-$825.30"
"02/28/2022","Sell to Open","EFA 03/18/2022 74.50 C","TDA TRAN - Sold to Open 2 (EFA Mar 18 2022 74.5 Call) @1.2500","2","$1.25","$1.32","$248.68"
"02/28/2022","Buy to Close","EFA 03/11/2022 74.50 C","TDA TRAN - Bought to Close 2 (EFA Mar 11 2022 74.5 Call) @0.9800","2","$0.98","$1.32","-$197.32"
"02/28/2022","Buy to Close","FB 03/11/2022 235.00 C","TDA TRAN - Bought to Close 1 (FB Mar 11 2022 235.0 Call) @0.6400","1","$0.64","$0.66","-$64.66"
"02/28/2022","Sell to Close","FB 03/11/2022 230.00 C","TDA TRAN - Sold to Close 1 (FB Mar 11 2022 230.0 Call) @1.1300","1","$1.13","$0.66","$112.34"
"02/28/2022","Sell to Close","GME 03/04/2022 118.00 P","TDA TRAN - Sold to Close 2 (GME Mar 4 2022 118.0 Put) @4.7500","2","$4.75","$1.32","$948.68"
"02/28/2022","Buy to Close","GME 03/04/2022 122.00 P","TDA TRAN - Bought to Close 2 (GME Mar 4 2022 122.0 Put) @6.6000","2","$6.60","$1.32","-$1321.32"
"02/25/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$123.36"
"02/24/2022","Sell to Open","K 04/14/2022 62.50 C","TDA TRAN - Sold to Open 2 (K Apr 14 2022 62.5 Call) @3.0200","2","$3.02","$1.32","$602.68"
"02/24/2022","Buy to Close","K 03/18/2022 62.50 C","TDA TRAN - Bought to Close 2 (K Mar 18 2022 62.5 Call) @2.3900","2","$2.39","$1.32","-$479.32"
"02/23/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$104.72"
"02/22/2022","Sell to Open","EFA 03/11/2022 74.50 C","TDA TRAN - Sold to Open 2 (EFA Mar 11 2022 74.5 Call) @1.6600","2","$1.66","$1.32","$330.68"
"02/22/2022","Buy to Close","EFA 03/04/2022 74.50 C","TDA TRAN - Bought to Close 2 (EFA Mar 4 2022 74.5 Call) @1.4100","2","$1.41","$1.32","-$283.32"
"02/22/2022","Sell to Close","FOXA 02/25/2022 43.00 C","TDA TRAN - Sold to Close 1 (FOXA Feb 25 2022 43.0 Call) @0.4500","1","$0.45","$0.66","$44.34"
"02/22/2022","Buy to Close","FOXA 02/25/2022 41.00 C","TDA TRAN - Bought to Close 1 (FOXA Feb 25 2022 41.0 Call) @1.7000","1","$1.70","$0.66","-$170.66"
"02/22/2022","Buy to Close","FOXA 02/25/2022 41.00 P","TDA TRAN - Bought to Close 1 (FOXA Feb 25 2022 41.0 Put) @0.2300","1","$0.23","$0.66","-$23.66"
"02/22/2022","Sell to Close","FOXA 02/25/2022 39.00 P","TDA TRAN - Sold to Close 1 (FOXA Feb 25 2022 39.0 Put) @0.0800","1","$0.08","$0.66","$7.34"
"02/18/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$7.68"
"02/17/2022","Buy to Open","FOXA 02/25/2022 39.00 P","TDA TRAN - Bought to Open 1 (FOXA Feb 25 2022 39.0 Put) @0.0800","1","$0.08","$0.66","-$8.66"
"02/17/2022","Sell to Open","FOXA 02/25/2022 41.00 P","TDA TRAN - Sold to Open 1 (FOXA Feb 25 2022 41.0 Put) @0.1700","1","$0.17","$0.66","$16.34"
"02/17/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$47.36"
"02/16/2022","Buy to Close","EFA 02/25/2022 74.50 C","TDA TRAN - Bought to Close 2 (EFA Feb 25 2022 74.5 Call) @2.2800","2","$2.28","$1.32","-$457.32"
"02/16/2022","Sell to Open","EFA 03/04/2022 74.50 C","TDA TRAN - Sold to Open 2 (EFA Mar 4 2022 74.5 Call) @2.5300","2","$2.53","$1.32","$504.68"
"02/14/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$162.28"
"02/11/2022","Sell to Open","FB 03/11/2022 235.00 C","TDA TRAN - Sold to Open 1 (FB Mar 11 2022 235.0 Call) @8.1500","1","$8.15","$0.66","$814.34"
"02/11/2022","Buy to Open","FB 03/11/2022 230.00 C","TDA TRAN - Bought to Open 1 (FB Mar 11 2022 230.0 Call) @10.4400","1","$10.44","$0.66","-$1044.66"
"02/11/2022","Buy to Open","FOXA 02/25/2022 43.00 C","TDA TRAN - Bought to Open 1 (FOXA Feb 25 2022 43.0 Call) @1.3500","1","$1.35","$0.66","-$135.66"
"02/11/2022","Sell to Open","FOXA 02/25/2022 41.00 C","TDA TRAN - Sold to Open 1 (FOXA Feb 25 2022 41.0 Call) @2.8500","1","$2.85","$0.66","$284.34"
"02/11/2022","Sell to Open","K 03/18/2022 62.50 C","TDA TRAN - Sold to Open 2 (K Mar 18 2022 62.5 Call) @1.6700","2","$1.67","$1.32","$332.68"
"02/11/2022","Buy to Close","K 02/18/2022 62.50 C","TDA TRAN - Bought to Close 2 (K Feb 18 2022 62.5 Call) @1.0600","2","$1.06","$1.32","-$213.32"
"02/10/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$286.74"
"02/09/2022","Buy","META","TDA TRAN - Bought 4 (FB) @226.5300","4","$226.53","","-$906.12"
"02/09/2022","Buy","META","TDA TRAN - Bought 25 (FB) @225.4299","25","$225.4299","","-$5635.75"
"02/09/2022","Sell to Open","GME 03/04/2022 122.00 P","TDA TRAN - Sold to Open 2 (GME Mar 4 2022 122.0 Put) @15.6000","2","$15.60","$1.34","$3118.66"
"02/09/2022","Buy to Open","GME 03/04/2022 118.00 P","TDA TRAN - Bought to Open 2 (GME Mar 4 2022 118.0 Put) @13.1600","2","$13.16","$1.32","-$2633.32"
"02/09/2022","Buy to Close","JETS 02/18/2022 20.00 C","TDA TRAN - Bought to Close 2 (JETS Feb 18 2022 20.0 Call) @3.0300","2","$3.03","$1.32","-$607.32"
"02/09/2022","Sell to Close","JETS 06/17/2022 15.86 C","TDA TRAN - Sold to Close 2 (JETS Jun 17 2022 15.86 Call) @7.3500","2","$7.35","$1.33","$1468.67"
"02/09/2022","Buy to Close","GME 03/25/2022 111.00 P","TDA TRAN - Bought to Close 1 (GME Mar 25 2022 111.0 Put) @15.4500","1","$15.45","$0.66","-$1545.66"
"02/09/2022","Sell to Close","GME 03/25/2022 107.00 P","TDA TRAN - Sold to Close 1 (GME Mar 25 2022 107.0 Put) @13.4000","1","$13.40","$0.67","$1339.33"
"02/09/2022","Sell to Close","KO 06/17/2022 65.00 P","TDA TRAN - Sold to Close 7 (KO Jun 17 2022 65.0 Put) @5.0900","7","$5.09","$4.65","$3558.35"
"02/09/2022","Buy to Close","KO 03/11/2022 62.00 P","TDA TRAN - Bought to Close 7 (KO Mar 11 2022 62.0 Put) @1.8100","7","$1.81","$4.62","-$1271.62"
"02/09/2022","Sell","SOXL","TDA TRAN - Sold 70 (SOXL) @47.2900","70","$47.29","$0.03","$3310.27"
"02/08/2022","Buy to Close","KO 03/04/2022 61.00 P","TDA TRAN - Bought to Close 7 (KO Mar 4 2022 61.0 Put) @0.7700","7","$0.77","$4.62","-$543.62"
"02/08/2022","Sell to Open","KO 03/11/2022 62.00 P","TDA TRAN - Sold to Open 7 (KO Mar 11 2022 62.0 Put) @1.2600","7","$1.26","$4.63","$877.37"
"02/08/2022","Buy to Open","GME 03/25/2022 107.00 P","TDA TRAN - Bought to Open 1 (GME Mar 25 2022 107.0 Put) @17.7000","1","$17.70","$0.66","-$1770.66"
"02/08/2022","Sell to Open","GME 03/25/2022 111.00 P","TDA TRAN - Sold to Open 1 (GME Mar 25 2022 111.0 Put) @20.1800","1","$20.18","$0.67","$2017.33"
"02/08/2022","Buy to Open","SOXL 03/25/2022 46.00 P","TDA TRAN - Bought to Open 2 (SOXL Mar 25 2022 46.0 Put) @6.8300","2","$6.83","$1.32","-$1367.32"
"02/08/2022","Sell to Open","SOXL 03/25/2022 49.00 P","TDA TRAN - Sold to Open 2 (SOXL Mar 25 2022 49.0 Put) @8.5300","2","$8.53","$1.33","$1704.67"
"02/04/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3046.55"
"02/03/2022","Buy","SOXL","TDA TRAN - Bought 70 (SOXL) @44.4900","70","$44.49","","-$3114.30"
"02/03/2022","Sell to Open","KO 03/04/2022 61.00 P","TDA TRAN - Sold to Open 7 (KO Mar 4 2022 61.0 Put) @1.1000","7","$1.10","$4.63","$765.37"
"02/03/2022","Buy to Close","KO 02/25/2022 61.00 P","TDA TRAN - Bought to Close 7 (KO Feb 25 2022 61.0 Put) @0.9900","7","$0.99","$4.62","-$697.62"
"02/03/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3317.86"
"02/02/2022","Buy to Open","K 06/17/2022 55.00 C","TDA TRAN - Bought to Open 2 (K Jun 17 2022 55.0 Call) @8.8400","2","$8.84","$1.32","-$1769.32"
"02/02/2022","Sell to Open","K 02/18/2022 62.50 C","TDA TRAN - Sold to Open 2 (K Feb 18 2022 62.5 Call) @1.9100","2","$1.91","$1.32","$380.68"
"02/02/2022","Buy to Close","XLF 02/25/2022 37.50 C","TDA TRAN - Bought to Close 2 (XLF Feb 25 2022 37.5 Call) @2.3500","2","$2.35","$1.32","-$471.32"
"02/02/2022","Sell to Close","XLF 06/17/2022 32.00 C","TDA TRAN - Sold to Close 2 (XLF Jun 17 2022 32.0 Call) @7.9500","2","$7.95","$1.33","$1588.67"
"02/02/2022","Sell to Open","EFA 02/25/2022 74.50 C","TDA TRAN - Sold to Open 2 (EFA Feb 25 2022 74.5 Call) @2.9300","2","$2.93","$1.32","$584.68"
"02/02/2022","Buy to Close","EFA 02/18/2022 74.50 C","TDA TRAN - Bought to Close 2 (EFA Feb 18 2022 74.5 Call) @2.8900","2","$2.89","$1.32","-$579.32"
"02/02/2022","Sell to Open","XLF 02/25/2022 37.50 C","TDA TRAN - Sold to Open 2 (XLF Feb 25 2022 37.5 Call) @2.2900","2","$2.29","$1.32","$456.68"
"02/02/2022","Buy to Close","XLF 02/18/2022 37.50 C","TDA TRAN - Bought to Close 2 (XLF Feb 18 2022 37.5 Call) @2.2200","2","$2.22","$1.32","-$445.32"
"02/02/2022","Buy to Close","NCLH 06/17/2022 20.00 P","TDA TRAN - Bought to Close 2 (NCLH Jun 17 2022 20.0 Put) @2.4700","2","$2.47","$1.32","-$495.32"
"02/02/2022","Buy to Close","KO 02/18/2022 61.00 P","TDA TRAN - Bought to Close 7 (KO Feb 18 2022 61.0 Put) @1.1200","7","$1.12","$4.62","-$788.62"
"02/02/2022","Sell to Open","KO 02/25/2022 61.00 P","TDA TRAN - Sold to Open 7 (KO Feb 25 2022 61.0 Put) @1.2300","7","$1.23","$4.63","$856.37"
"02/02/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$196.60"
"02/01/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$229.47"
"01/31/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.01","","",""
"01/31/2022","Buy to Open","KO 06/17/2022 65.00 P","TDA TRAN - Bought to Open 1 (KO Jun 17 2022 65.0 Put) @5.8400","1","$5.84","$0.66","-$584.66"
"01/31/2022","Sell to Open","KO 02/18/2022 61.00 P","TDA TRAN - Sold to Open 1 (KO Feb 18 2022 61.0 Put) @1.1800","1","$1.18","$0.66","$117.34"
"01/31/2022","Sell to Open","EFA 02/18/2022 74.50 C","TDA TRAN - Sold to Open 1 (EFA Feb 18 2022 74.5 Call) @1.9500","1","$1.95","$0.66","$194.34"
"01/31/2022","Buy to Open","EFA 06/17/2022 68.00 C","TDA TRAN - Bought to Open 1 (EFA Jun 17 2022 68.0 Call) @9.0000","1","$9.00","$0.66","-$900.66"
"01/31/2022","Buy to Open","EFA 06/17/2022 68.00 C","TDA TRAN - Bought to Open 1 (EFA Jun 17 2022 68.0 Call) @8.9900","1","$8.99","$0.66","-$899.66"
"01/31/2022","Sell to Open","EFA 02/18/2022 74.50 C","TDA TRAN - Sold to Open 1 (EFA Feb 18 2022 74.5 Call) @1.9400","1","$1.94","$0.66","$193.34"
"01/31/2022","Sell to Open","NCLH 06/17/2022 20.00 P","TDA TRAN - Sold to Open 2 (NCLH Jun 17 2022 20.0 Put) @2.5800","2","$2.58","$1.32","$514.68"
"01/31/2022","Sell to Close","XLRE 08/19/2022 39.00 C","TDA TRAN - Sold to Close 2 (XLRE Aug 19 2022 39.0 Call) @8.6500","2","$8.65","$1.33","$1728.67"
"01/31/2022","Buy to Close","XLRE 02/18/2022 44.00 C","TDA TRAN - Bought to Close 2 (XLRE Feb 18 2022 44.0 Call) @3.3000","2","$3.30","$1.32","-$661.32"
"01/31/2022","Buy to Close","IVR 02/04/2022 2.50 C","TDA TRAN - Bought to Close 5 (IVR Feb 4 2022 2.5 Call) @0.1700","5","$0.17","$3.30","-$88.30"
"01/31/2022","Sell to Close","IVR 04/14/2022 2.50 C","TDA TRAN - Sold to Close 5 (IVR Apr 14 2022 2.5 Call) @0.2700","5","$0.27","$3.31","$131.69"
"01/31/2022","Sell to Open","KO 02/18/2022 61.00 P","TDA TRAN - Sold to Open 4 (KO Feb 18 2022 61.0 Put) @1.2400","4","$1.24","$2.65","$493.35"
"01/31/2022","Buy to Open","KO 06/17/2022 65.00 P","TDA TRAN - Bought to Open 2 (KO Jun 17 2022 65.0 Put) @5.8800","2","$5.88","$0.02","-$1176.02"
"01/31/2022","Buy to Open","KO 06/17/2022 65.00 P","TDA TRAN - Bought to Open 2 (KO Jun 17 2022 65.0 Put) @5.8900","2","$5.89","$2.62","-$1180.62"
"01/31/2022","Sell to Open","KO 02/18/2022 61.00 P","TDA TRAN - Sold to Open 2 (KO Feb 18 2022 61.0 Put) @1.2400","2","$1.24","$1.32","$246.68"
"01/31/2022","Buy to Open","KO 06/17/2022 65.00 P","TDA TRAN - Bought to Open 2 (KO Jun 17 2022 65.0 Put) @5.8700","2","$5.87","$1.32","-$1175.32"
"01/31/2022","Sell","TQQQ","TDA TRAN - Sold 100 (TQQQ) @60.3900","100","$60.39","$0.04","$6038.96"
"01/31/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$99.81"
"01/28/2022","Sell to Open","XLRE 02/18/2022 44.00 C","TDA TRAN - Sold to Open 2 (XLRE Feb 18 2022 44.0 Call) @2.2100","2","$2.21","$1.32","$440.68"
"01/28/2022","Buy to Open","XLRE 08/19/2022 39.00 C","TDA TRAN - Bought to Open 2 (XLRE Aug 19 2022 39.0 Call) @7.5000","2","$7.50","$1.32","-$1501.32"
"01/28/2022","Sell to Open","XLF 02/18/2022 37.50 C","TDA TRAN - Sold to Open 2 (XLF Feb 18 2022 37.5 Call) @1.4600","2","$1.46","$1.32","$290.68"
"01/28/2022","Buy to Open","XLF 06/17/2022 32.00 C","TDA TRAN - Bought to Open 2 (XLF Jun 17 2022 32.0 Call) @6.8800","2","$6.88","$1.32","-$1377.32"
"01/28/2022","Buy to Open","JETS 06/17/2022 15.86 C","TDA TRAN - Bought to Open 2 (JETS Jun 17 2022 15.86 Call) @4.8500","2","$4.85","$1.32","-$971.32"
"01/28/2022","Sell to Open","JETS 02/18/2022 20.00 C","TDA TRAN - Sold to Open 2 (JETS Feb 18 2022 20.0 Call) @0.8600","2","$0.86","$1.32","$170.68"
"01/28/2022","Sell","SOXL","TDA TRAN - Sold 100 (SOXL) @35.9900","100","$35.99","$0.03","$3598.97"
"01/28/2022","Buy","TQQQ","TDA TRAN - Bought 10 (TQQQ) @51.7900","10","$51.79","","-$517.90"
"01/28/2022","Sell","46131B100","TDA TRAN - Sold 300 (IVR) @2.5201","300","$2.5201","$0.04","$755.99"
"01/28/2022","Sell","46131B100","TDA TRAN - Sold 200 (IVR) @2.5350","200","$2.535","$0.02","$506.98"
"01/28/2022","Buy","SOXL","TDA TRAN - Bought 5 (SOXL) @33.7699","5","$33.7699","","-$168.85"
"01/28/2022","Buy","SOXL","TDA TRAN - Bought 95 (SOXL) @33.6900","95","$33.69","","-$3200.55"
"01/28/2022","Buy to Close","IVR 02/04/2022 2.50 C","TDA TRAN - Bought to Close 5 (IVR Feb 4 2022 2.5 Call) @0.1100","5","$0.11","$3.30","-$58.30"
"01/28/2022","Buy to Close","TLT 02/04/2022 145.00 C","TDA TRAN - Bought to Close 2 (TLT Feb 4 2022 145.0 Call) @0.4500","2","$0.45","$1.32","-$91.32"
"01/28/2022","Sell to Close","TLT 04/14/2022 135.00 C","TDA TRAN - Sold to Close 2 (TLT Apr 14 2022 135.0 Call) @8.5300","2","$8.53","$1.33","$1704.67"
"01/28/2022","Buy to Close","SPCE 02/25/2022 11.50 P","TDA TRAN - Bought to Close 2 (SPCE Feb 25 2022 11.5 Put) @4.0300","2","$4.03","$1.32","-$807.32"
"01/28/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$45.00"
"01/27/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$74.16"
"01/27/2022","Cash Dividend","","TDA TRAN - ORDINARY DIVIDEND (IVR)","","","","$45.00"
"01/26/2022","Sell to Open","IVR 02/04/2022 2.50 C","TDA TRAN - Sold to Open 10 (IVR Feb 4 2022 2.5 Call) @0.1600","10","$0.16","$6.61","$153.39"
"01/26/2022","Buy to Close","IVR 01/28/2022 2.50 C","TDA TRAN - Bought to Close 10 (IVR Jan 28 2022 2.5 Call) @0.1500","10","$0.15","$6.59","-$156.59"
"01/26/2022","Buy to Close","TLT 01/28/2022 145.00 C","TDA TRAN - Bought to Close 2 (TLT Jan 28 2022 145.0 Call) @0.2100","2","$0.21","$1.32","-$43.32"
"01/26/2022","Sell to Open","TLT 02/04/2022 145.00 C","TDA TRAN - Sold to Open 2 (TLT Feb 4 2022 145.0 Call) @0.6100","2","$0.61","$1.32","$120.68"
"01/25/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2093.88"
"01/24/2022","Buy","TQQQ","TDA TRAN - Bought 40 (TQQQ) @52.3469","40","$52.3469","","-$2093.88"
"01/24/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2997.70"
"01/24/2022","Journaled Shares","WFC 01/21/2022 57.50 C","TDA TRAN - REMOVAL OF OPTION DUE TO EXPIRATION (0WFC..AL20057500)","-5","","",""
"01/21/2022","Buy to Close","IVR 01/21/2022 3.00 C","TDA TRAN - Bought to Close 10 (IVR Jan 21 2022 3.0 Call) @0.0100","10","$0.01","$6.59","-$16.59"
"01/21/2022","Sell to Open","IVR 01/28/2022 2.50 C","TDA TRAN - Sold to Open 10 (IVR Jan 28 2022 2.5 Call) @0.0700","10","$0.07","$6.61","$63.39"
"01/21/2022","Buy","TQQQ","TDA TRAN - Bought 50 (TQQQ) @60.8900","50","$60.89","","-$3044.50"
"01/21/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$225.06"
"01/20/2022","Buy to Close","WFC 01/21/2022 57.00 C","TDA TRAN - Bought to Close 5 (WFC Jan 21 2022 57.0 Call) @0.1700","5","$0.17","$3.30","-$88.30"
"01/20/2022","Buy to Close","TLT 01/21/2022 147.00 C","TDA TRAN - Bought to Close 2 (TLT Jan 21 2022 147.0 Call) @0.0100","2","$0.01","$1.32","-$3.32"
"01/20/2022","Sell to Open","TLT 01/28/2022 145.00 C","TDA TRAN - Sold to Open 2 (TLT Jan 28 2022 145.0 Call) @0.3400","2","$0.34","$1.32","$66.68"
"01/20/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3316.68"
"01/19/2022","Buy to Close","AGNC 03/18/2022 15.00 P","TDA TRAN - Bought to Close 1 (AGNC Mar 18 2022 15.0 Put) @0.5500","1","$0.55","$0.66","-$55.66"
"01/19/2022","Buy to Close","NCLH 03/18/2022 20.00 P","TDA TRAN - Bought to Close 1 (NCLH Mar 18 2022 20.0 Put) @1.2700","1","$1.27","$0.66","-$127.66"
"01/14/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$954.92"
"01/13/2022","Sell to Open","SPCE 02/25/2022 11.50 P","TDA TRAN - Sold to Open 2 (SPCE Feb 25 2022 11.5 Put) @2.0200","2","$2.02","$1.32","$402.68"
"01/13/2022","Sell","UPST","TDA TRAN - Sold 25 (UPST) @114.0901","25","$114.0901","$0.01","$2852.24"
"01/13/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$563.67"
"01/12/2022","Sell to Open","NCLH 03/18/2022 20.00 P","TDA TRAN - Sold to Open 1 (NCLH Mar 18 2022 20.0 Put) @1.1000","1","$1.10","$0.66","$109.34"
"01/12/2022","Sell to Close","TQQQ 02/25/2022 135.00 C","TDA TRAN - Sold to Close 1 (TQQQ Feb 25 2022 135.0 Call) @24.5500","1","$24.55","$0.67","$2454.33"
"01/11/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$1350.66"
